wykladowca;przedmiot;typ;tryb;płeć;o1;o2;o3;o4;o5;o6;o7;o8;o9;o10;Uwagi;kierunek;rok;miejsce;
Wykładowca-030;Psychologia;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-046;Język obcy - język angielski;Ćwiczenia;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-040;Farmakologia;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-052;Patologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-117;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-115;Współpraca w zespołach opieki zdrowotnej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-011;Farmakologia;Ćwiczenia;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-037;Podstawy pielęgniarstwa;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-124;Radiologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-095;Patologia;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-053;Radiologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-088;Fizjologia;Wykład;Stacjonarne;Kobieta;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;uważam za bardzo mało interesujący;Zajęcia prowadzone przez prof.Marcina Wiśniewskiego bardzo zniechęciły mnie do nauki  przez nastawienie samego wykładowcy. Czułam poniżenie wobec mojej osoby  gdy Pan profesor potraktował uczelnię PSW jako gorszą od uczelni państwowych  słowami: „Nie jestem zwolennikiem uczenia w szkołach prywatnych;PO;1;KOS;
Wykładowca-079;Fizjologia;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za mało interesujący ;;PO;1;KOS;
Wykładowca-030;Psychologia;Wykład;Stacjonarne;Kobieta;Źle;Źle;Źle;Źle;Źle;Źle;nie zgadzam się;nie zgadzam się;nie zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-039;Podstawy pielęgniarstwa;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;Zajęcia z Panią mgr Krystyną Szarmach bardzo pogłębiły moją wiedzę. Zaangażowanie i wkład pracy Pani magister jest naprawdę ogromny. ;PO;1;KOS;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;nie mam zdania;;PO;1;KOS;
Wykładowca-046;Język obcy - język angielski;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-040;Farmakologia;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-052;Patologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-117;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-115;Współpraca w zespołach opieki zdrowotnej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-011;Farmakologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-037;Podstawy pielęgniarstwa;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-124;Radiologia;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-095;Patologia;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-053;Radiologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-088;Fizjologia;Wykład;Stacjonarne;Kobieta;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-079;Fizjologia;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-030;Psychologia;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Źle;Dobrze;Źle;Źle;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-046;Język obcy - język angielski;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-017;Podstawy pielęgniarstwa;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-040;Farmakologia;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-052;Patologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-117;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-115;Współpraca w zespołach opieki zdrowotnej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-011;Farmakologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-037;Podstawy pielęgniarstwa;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Źle;Nie mam zdania/Nie wiem;Źle;Źle;zgadzam się;zgadzam się;zgadzam się;uważam za mało interesujący ;;PO;1;KOS;
Wykładowca-124;Radiologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-095;Patologia;Wykład;Stacjonarne;Kobieta;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-053;Radiologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-088;Fizjologia;Wykład;Stacjonarne;Kobieta;Bardzo Źle;Bardzo Źle;Nie mam zdania/Nie wiem;Bardzo Źle;Bardzo Źle;Bardzo Źle;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;uważam za bardzo mało interesujący;Wykładowca był nieuprzejmy dla studentów. Wywierał presję  wyzywał  wywyższał się  dawał zbyt obszerny materiał oraz przedstawiał wykłady w nudny i mało interesujący sposób.;PO;1;KOS;
Wykładowca-079;Fizjologia;Ćwiczenia;Stacjonarne;Kobieta;Źle;Źle;Dobrze;Źle;Dobrze;Bardzo Dobrze;nie mam zdania;nie zgadzam się;zdecydowanie się nie zgadzam;nie mam zdania;Uraziło mnie bardzo postawienie oceny bardzo dobrej trzem studentom bezpodstawnie  mimo że ich wiedza nie była wielka i nie musieli podchodzić do egzaminu.;PO;1;KOS;
Wykładowca-030;Psychologia;Wykład;Stacjonarne;Kobieta;Dobrze;Bardzo Dobrze;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;nie mam zdania;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;uważam za mało interesujący ;Postawa wykładowcy wobec studentów była okropna  poczułam się oszukana  dostępność wykładowcy dla studentów była również dramatyczna  30 sekund na pytanie to chyba trochę za mało czasu  a nie odpisywanie na maila oraz wiadomości jest karygodne.;PO;1;KOS;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;Oby więcej takich wykładowców;PO;1;KOS;
Wykładowca-046;Język obcy - język angielski;Ćwiczenia;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Nie mam zdania/Nie wiem;Źle;Źle;Dobrze;Nie mam zdania/Nie wiem;nie mam zdania;nie mam zdania;nie mam zdania;nie mam zdania;;PO;1;KOS;
Wykładowca-040;Farmakologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-052;Patologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-117;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-111;Podstawy pielęgniarstwa;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Dobrze;Bardzo Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-115;Współpraca w zespołach opieki zdrowotnej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-011;Farmakologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-037;Podstawy pielęgniarstwa;Wykład;Stacjonarne;Kobieta;Źle;Źle;Bardzo Źle;Źle;Bardzo Źle;Bardzo Źle;nie zgadzam się;nie zgadzam się;nie zgadzam się;uważam za mało interesujący ;;PO;1;KOS;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Źle;Źle;Bardzo Źle;Źle;Bardzo Źle;Bardzo Źle;nie zgadzam się;nie zgadzam się;nie zgadzam się;uważam za mało interesujący ;;PO;1;KOS;
Wykładowca-124;Radiologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-095;Patologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-053;Radiologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-088;Fizjologia;Wykład;Stacjonarne;Kobieta;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;nie zgadzam się;nie zgadzam się;zdecydowanie się nie zgadzam;nie mam zdania;wykładowca miał złą postawę wobec studentów. wywyższał się  nie kulturalnie odzywał się do studentów;PO;1;KOS;
Wykładowca-079;Fizjologia;Ćwiczenia;Stacjonarne;Kobieta;Źle;Nie mam zdania/Nie wiem;Dobrze;Źle;Dobrze;Dobrze;zgadzam się;nie zgadzam się;nie zgadzam się;nie mam zdania;niesprawiedliwe podejście do studentów- postawienie 3 studentom oceny bardzo dobrej na koniec bez podejscia do egzaminu ;PO;1;KOS;
Wykładowca-030;Psychologia;Wykład;Stacjonarne;Kobieta;Dobrze;Bardzo Dobrze;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;nie mam zdania;zdecydowanie się nie zgadzam;nie zgadzam się;uważam za mało interesujący ;Złe odnoszenie się do studentów mimo że z ich strony poszły łagodne pytania odnośnie poprawki. Zdecydowanie za mało czasu na egzamin  w 30s nie da się przeczytać bardzo rozbudowanych pytań a co dopiero się zastanowić nad nimi!!!;PO;1;KOS;
Wykładowca-050;WDW Rola mediów we współczesnym świecie;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-046;Język obcy - język angielski;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Dobrze;Dobrze;Źle;Nie mam zdania/Nie wiem;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;PO;1;KOS;
Wykładowca-040;Farmakologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-052;Patologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-117;Organizacja pracy pielęgniarskiej;Ćwiczenia;Stacjonarne;Kobieta;Dobrze;Nie mam zdania/Nie wiem;Dobrze;Dobrze;Źle;Źle;nie mam zdania;zgadzam się;nie mam zdania;nie mam zdania;Pani wiedząc że ma na 13.15 przyjeżdża spóźniona o 2.5h mówiąc że mieli zaczynać zajęcia 2 5h Szybciej ;PO;1;KOS;
Wykładowca-111;Podstawy pielęgniarstwa;Ćwiczenia;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Dobrze;Dobrze;Źle;Nie mam zdania/Nie wiem;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-115;Współpraca w zespołach opieki zdrowotnej;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-011;Farmakologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-037;Podstawy pielęgniarstwa;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Dobrze;Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zgadzam się;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-024;Organizacja pracy pielęgniarskiej;Wykład;Stacjonarne;Kobieta;Nie mam zdania/Nie wiem;Źle;Bardzo Źle;Bardzo Źle;Nie mam zdania/Nie wiem;Dobrze;nie mam zdania;nie zgadzam się;nie zgadzam się;uważam za mało interesujący ;;PO;1;KOS;
Wykładowca-124;Radiologia;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-095;Patologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-122;Dietetyka;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-053;Radiologia;Wykład;Stacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;PO;1;KOS;
Wykładowca-031;Podstawy pielęgniarstwa;Ćwiczenia;Stacjonarne;Kobieta;Bardzo Źle;Bardzo Źle;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;Pani Justyna  zawsze indywidualnie podchodziła do studenta  potrafiła kilka razy wytłumaczyć daną czynność  zawsze z uśmiechem i spokojem podchodziła do studenta.;PO;1;KOS;
Wykładowca-088;Fizjologia;Wykład;Stacjonarne;Kobieta;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;Bardzo Źle;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;zdecydowanie się nie zgadzam;uważam za mało interesujący ;Wykładowca arogancki  nie miły  poniżał studentów  nie potrafiła dostatecznie w sposób zrozumiały wytłumaczyć studentowi dany zakres materiału  prezentacja prowadzona w języku angielskim  zakres materiału wrzucony na teams odbiega od tego co nam Pan przedstawiał  nie nagrywał spotkań.;PO;1;KOS;
